dates,price
4/1/2013,93.55
4/2/2013,102.777
4/3/2013,143.663
4/4/2013,132.33
4/5/2013,138.051
4/6/2013,142.5
4/7/2013,144.188
4/8/2013,182
4/9/2013,194.01
4/10/2013,235.1
4/11/2013,180.094
4/12/2013,91.5
4/13/2013,119.332
4/14/2013,105.12
4/15/2013,99
4/16/2013,61.44
4/17/2013,76.631
4/18/2013,93
4/19/2013,130
4/20/2013,120.63
4/21/2013,122
4/22/2013,124.1
4/23/2013,127.242
4/24/2013,143.899
4/25/2013,157.251
4/26/2013,127
4/27/2013,136.5
4/28/2013,131.6
4/29/2013,136.61
4/30/2013,144.92
5/1/2013,132.52
5/2/2013,123.8
5/3/2013,93.605
5/4/2013,101.69
5/5/2013,108.004
5/6/2013,122.1
5/7/2013,108.45
5/8/2013,114.95
5/9/2013,112.68
5/10/2013,113.47
5/11/2013,114.88
5/12/2013,117
5/13/2013,115.86
5/14/2013,117.508
5/15/2013,112.7
5/16/2013,112
5/17/2013,113
5/18/2013,117.37
5/20/2013,118.3
5/21/2013,117.99
5/22/2013,118.2
5/23/2013,119.7
5/24/2013,123.8
5/25/2013,129.5
5/26/2013,128.5
5/27/2013,130.42
5/28/2013,125.62
5/29/2013,126.75
5/30/2013,129.78
5/31/2013,127.79
6/1/2013,127.99
6/2/2013,127.82
6/3/2013,117.61
6/4/2013,123.22
6/5/2013,119.62
6/6/2013,120.04
6/7/2013,117.48
6/8/2013,110.3
6/9/2013,99.06
6/10/2013,106
6/11/2013,107
6/12/2013,106.79
6/13/2013,107.91
6/14/2013,101.5
6/15/2013,98
6/16/2013,99.58
6/18/2013,101.58
6/19/2013,104.98
6/20/2013,106.4
6/21/2013,102.53
6/22/2013,100.24
6/23/2013,100.94
6/24/2013,101
6/25/2013,100.56
6/26/2013,98
6/27/2013,98.1
6/28/2013,92.85
6/29/2013,90.919
6/30/2013,88.67
7/1/2013,89.19
7/2/2013,84.84
7/3/2013,87.5
7/4/2013,76.15
7/5/2013,74.85
7/6/2013,68.79
7/7/2013,65.72
7/8/2013,73.5
7/9/2013,72.27
7/10/2013,76
7/11/2013,86.59
7/12/2013,95
7/13/2013,87.7
7/14/2013,91.33
7/15/2013,91
7/16/2013,92.75
7/17/2013,92.02
7/18/2013,79.56
7/19/2013,84.29
7/20/2013,86.3
7/21/2013,85.4
7/22/2013,86.4
7/23/2013,86.19
7/24/2013,86.76
7/25/2013,87.47
7/26/2013,89.59
7/27/2013,88.5
7/28/2013,88.3
7/29/2013,92.39
7/30/2013,93.68
7/31/2013,98.2
8/1/2013,97.21
8/2/2013,95.35
8/3/2013,96.51
8/4/2013,96.1
8/5/2013,96.67
8/6/2013,98.74
8/7/2013,97.39
8/8/2013,97
8/9/2013,94.01
8/10/2013,92.49
8/11/2013,93.55
8/12/2013,94
8/13/2013,95.23
8/14/2013,99.71
8/15/2013,99.02
8/16/2013,97.42
8/17/2013,98
8/18/2013,98.55
8/19/2013,102.9
8/20/2013,103.12
8/21/2013,106.42
8/22/2013,111
8/23/2013,107.96
8/24/2013,107.2
8/25/2013,109.76
8/26/2013,112.64
8/27/2013,117.75
8/28/2013,118
8/29/2013,117.91
8/30/2013,118.6
8/31/2013,125.89
9/1/2013,130.01
9/2/2013,129.03
9/3/2013,129.3
9/5/2013,122.29
9/6/2013,122.16
9/7/2013,118.11
9/8/2013,119.76
9/9/2013,117.37
9/10/2013,121.97
9/11/2013,119.9
9/12/2013,125.6
9/13/2013,127.45
9/14/2013,127.37
9/15/2013,124.77
9/16/2013,125.29
9/17/2013,125.73
9/18/2013,127.38
9/19/2013,127.47
9/20/2013,123.39
9/21/2013,123.38
9/22/2013,123.34
9/23/2013,123.57
9/24/2013,122.7
9/25/2013,124.5
9/27/2013,125.35
9/28/2013,126.47
9/29/2013,127.02
9/30/2013,125.9
10/1/2013,127.48
10/2/2013,126.95
10/3/2013,110.95
10/4/2013,119.5
10/5/2013,121.55
10/6/2013,122
10/7/2013,123.46
10/8/2013,123.37
10/9/2013,125.01
10/10/2013,125.9
10/11/2013,126.51
10/12/2013,127.59
10/13/2013,127.95
10/14/2013,134.35
10/15/2013,135
10/16/2013,145.9
10/17/2013,141.17
10/18/2013,144.2
10/19/2013,159.85
10/20/2013,165.98
10/21/2013,172.76
10/22/2013,189.95
10/23/2013,192
10/24/2013,161.99
10/25/2013,186
10/26/2013,184.1
10/28/2013,194.79
10/29/2013,196.49
10/30/2013,200.56
10/31/2013,199.9
11/1/2013,202.05
11/2/2013,204
11/3/2013,204.39
11/4/2013,214
11/5/2013,229.2
11/6/2013,254.49
11/7/2013,280.8
11/8/2013,306.84
11/9/2013,329
11/10/2013,316.36
11/11/2013,329.69
11/12/2013,346.09
11/13/2013,368
11/14/2013,413.25
11/15/2013,416.89
11/16/2013,427.48
11/17/2013,468.98
11/18/2013,532
11/19/2013,646.95
11/20/2013,488.5
11/21/2013,638.04
11/22/2013,717
11/23/2013,873.97
11/24/2013,811.99
11/25/2013,816.03
11/26/2013,848.7
11/27/2013,920
11/28/2013,974
11/29/2013,1016.012
11/30/2013,1149.99
12/1/2013,1077
12/2/2013,1039
12/3/2013,1030.919
12/4/2013,1071.04
12/5/2013,949.99
12/6/2013,994.34
12/7/2013,651.439
12/8/2013,773
12/9/2013,875
12/10/2013,932.99
12/11/2013,938.01
12/12/2013,860.01
12/13/2013,907.71
12/14/2013,862.01
12/15/2013,832.99
12/16/2013,839.929
12/17/2013,719.97
12/18/2013,490.991
12/19/2013,589.471
12/20/2013,697.99
12/21/2013,613.98
12/22/2013,655.85
12/23/2013,636.98
12/24/2013,651.8
12/25/2013,656.188
12/26/2013,710.49
12/27/2013,723.558
12/28/2013,719
12/29/2013,712.47
12/30/2013,729.79
12/31/2013,723
1/1/2014,744.97
1/2/2014,746
1/3/2014,790.6
1/4/2014,813.12
1/5/2014,841.27
1/6/2014,969.01
1/7/2014,907
1/8/2014,820
1/9/2014,843.98
1/10/2014,820
1/11/2014,868.31
1/12/2014,879.8
1/13/2014,821.54
1/14/2014,832.2
1/15/2014,834.2
1/16/2014,842.5
1/17/2014,813.99
1/18/2014,809.22
1/19/2014,804
1/20/2014,836
1/21/2014,819.6
1/22/2014,821.35
1/23/2014,818
1/24/2014,783
1/25/2014,792
1/26/2014,799
1/27/2014,818.85
1/28/2014,760.99
1/29/2014,794
1/30/2014,776.28
1/31/2014,808.76
2/1/2014,805.6
2/2/2014,826
2/3/2014,807.2
2/4/2014,809.2
2/5/2014,801.11
2/6/2014,775
2/7/2014,673.478
2/8/2014,721.68
2/9/2014,689.9
2/10/2014,686.17
2/11/2014,712.02
2/12/2014,645.01
2/13/2014,645.975
2/14/2014,597
2/15/2014,658
2/16/2014,653.01
2/17/2014,632.4
2/18/2014,638.87
2/19/2014,624.8
2/20/2014,601.8
2/21/2014,582
2/22/2014,576
2/23/2014,624.01
2/24/2014,576.12
2/25/2014,480
2/26/2014,601
2/27/2014,577.836
2/28/2014,576.676
3/1/2014,564.99
3/2/2014,569.89
3/3/2014,588
3/4/2014,678
3/5/2014,652
3/6/2014,665.1
3/7/2014,650.82
3/8/2014,624
3/9/2014,618.235
3/10/2014,639.31
3/11/2014,627.69
3/12/2014,636.62
3/13/2014,641.4
3/14/2014,637.39
3/15/2014,631
3/16/2014,637.6
3/17/2014,630
3/18/2014,613.31
3/19/2014,614.44
3/20/2014,603.45
3/21/2014,595
3/22/2014,563.2
3/23/2014,561.1
3/24/2014,551
3/25/2014,577.7
3/26/2014,569.94
3/27/2014,561.51
3/28/2014,512
3/29/2014,497.5
3/30/2014,479.94
3/31/2014,449.99
4/1/2014,481
4/2/2014,478.4
4/3/2014,418.88
4/4/2014,450
4/5/2014,448.499
4/6/2014,459.334
4/7/2014,457.794
4/8/2014,455.77
4/9/2014,452.99
4/10/2014,409.19
4/11/2014,398.06
4/12/2014,423.88
4/13/2014,423.3
4/14/2014,444
4/15/2014,489.9
4/16/2014,545
4/17/2014,510.39
4/18/2014,497.14
4/19/2014,495.02
4/20/2014,513.49
4/21/2014,509.21
4/22/2014,497.98
4/23/2014,490.99
4/24/2014,484
4/25/2014,458.99
4/26/2014,453
4/27/2014,457.22
4/28/2014,428.5
4/29/2014,447.5
4/30/2014,437.02
5/1/2014,457
5/2/2014,448
5/3/2014,443
5/4/2014,431.212
5/5/2014,428.57
5/6/2014,427.03
5/7/2014,428.96
5/8/2014,449.83
5/9/2014,444
5/10/2014,453.5
5/11/2014,447
5/12/2014,437
5/13/2014,437.49
5/14/2014,442.37
5/15/2014,446.8
5/16/2014,447
5/17/2014,448.3
5/18/2014,447.49
5/19/2014,446.3
5/20/2014,461.88
5/21/2014,496.87
5/22/2014,519.99
5/23/2014,532.02
5/24/2014,527
5/25/2014,575
5/26/2014,590.5
5/27/2014,571.5
5/28/2014,578.49
5/29/2014,568.32
5/30/2014,572.3
5/31/2014,625.4
6/1/2014,641.99
6/2/2014,626.2
6/3/2014,662.93
6/4/2014,638.4
6/5/2014,646
6/6/2014,658.6
6/7/2014,653.9
6/8/2014,655.12
6/9/2014,649.72
6/10/2014,666.1
6/11/2014,652.1
6/12/2014,640.01
6/13/2014,617.94
6/14/2014,592.83
6/15/2014,559.08
6/16/2014,597.5
6/17/2014,595.4
6/18/2014,611.05
6/19/2014,607.9
6/20/2014,588.14
6/21/2014,584.9
6/22/2014,606
6/23/2014,588.96
6/24/2014,590.83
6/25/2014,567.63
6/26/2014,572.64
6/27/2014,579.79
6/28/2014,595.89
6/29/2014,598.73
6/30/2014,626.8
7/1/2014,658
7/2/2014,646.64
7/3/2014,650.39
7/4/2014,642.1
7/5/2014,631.5
7/6/2014,636.27
7/7/2014,635.85
7/8/2014,618.79
7/9/2014,621.9
7/10/2014,615.15
7/11/2014,615.87
7/12/2014,635.85
7/13/2014,631.4
7/14/2014,621.79
7/15/2014,622.05
7/16/2014,618
7/17/2014,614.52
7/18/2014,620.13
7/19/2014,627.5
7/20/2014,624
7/21/2014,618.8
7/22/2014,620.3
7/23/2014,619.25
7/24/2014,617.85
7/25/2014,596.68
7/26/2014,593.02
7/27/2014,595.32
7/28/2014,578.5
7/29/2014,585.42
7/30/2014,578.5
7/31/2014,570.13
8/1/2014,582.45
8/2/2014,590.5
8/3/2014,579.37
8/4/2014,584.13
8/5/2014,583.65
8/6/2014,579.8
8/7/2014,580.47
8/8/2014,592.2
8/9/2014,587.78
8/10/2014,584.42
8/11/2014,585.99
8/12/2014,571
8/13/2014,555.72
8/14/2014,481.476
8/15/2014,515.65
8/16/2014,491.17
8/17/2014,510.99
8/18/2014,491.68
8/19/2014,474.1
8/20/2014,470
8/21/2014,521
8/22/2014,507.73
8/23/2014,506.83
8/24/2014,503
8/25/2014,497.59
8/26/2014,501.24
8/27/2014,518.08
8/28/2014,511.52
8/29/2014,502.69
8/30/2014,497.8
8/31/2014,488.67
9/1/2014,477.39
9/2/2014,470.09
9/3/2014,475.3
9/4/2014,477.62
9/5/2014,488.2
9/6/2014,481.3
9/7/2014,486.93
9/8/2014,469.37
9/9/2014,466.58
9/10/2014,477.45
9/11/2014,474.82
9/12/2014,475
9/13/2014,476.52
9/14/2014,477.43
9/15/2014,477.73
9/16/2014,472.3
9/17/2014,462.1
9/18/2014,453.89
9/19/2014,408.83
9/20/2014,415.21
9/21/2014,400.73
9/22/2014,402.83
9/23/2014,401.98
9/24/2014,422.8
9/25/2014,410.92
9/26/2014,404.54
9/27/2014,404.86
9/28/2014,398.67
9/29/2014,373.97
9/30/2014,375.97
10/1/2014,385.92
10/2/2014,375.34
10/3/2014,373.37
10/4/2014,358.93
10/5/2014,325.1
10/6/2014,326.59
10/7/2014,326.99
10/8/2014,331.96
10/9/2014,357.63
10/10/2014,367.72
10/11/2014,360.35
10/12/2014,358.34
10/13/2014,376.69
10/14/2014,402.75
10/15/2014,395.07
10/16/2014,393.67
10/17/2014,383.35
10/18/2014,378.61
10/19/2014,391.11
10/20/2014,376.97
10/21/2014,381
10/22/2014,384.32
10/23/2014,368.62
10/24/2014,359.71
10/25/2014,349.03
10/26/2014,356.79
10/27/2014,349.57
10/28/2014,353.58
10/29/2014,351.64
10/30/2014,336.9
10/31/2014,343.27
11/1/2014,329
11/2/2014,322.56
11/3/2014,327.4
11/4/2014,324.35
11/5/2014,334.55
11/6/2014,338.88
11/7/2014,345.69
11/8/2014,343.3
11/9/2014,348.8
11/10/2014,360.09
11/11/2014,365.78
11/12/2014,379.3
11/13/2014,443.42
11/14/2014,388
11/15/2014,395.45
11/16/2014,390
11/17/2014,410.9
11/18/2014,383.27
11/19/2014,383.6
11/20/2014,360.81
11/21/2014,353.71
11/22/2014,356.66
11/23/2014,354.9
11/24/2014,375.21
11/25/2014,394.61
11/26/2014,368.49
11/27/2014,372.46
11/28/2014,361.75
11/29/2014,379.79
11/30/2014,379.17
12/1/2014,381.56
12/2/2014,382.87
12/3/2014,376.7
12/4/2014,377.03
12/5/2014,374.46
12/6/2014,374.47
12/7/2014,377.36
12/8/2014,364.77
12/9/2014,347.7
12/10/2014,349.93
12/11/2014,359.23
12/12/2014,351.5
12/13/2014,345
12/14/2014,346.9
12/15/2014,349.3
12/16/2014,333.33
12/17/2014,323.48
12/18/2014,308.8
12/19/2014,312.9
12/20/2014,324.48
12/21/2014,321.08
12/22/2014,330.6
12/23/2014,331.28
12/24/2014,329.8
12/25/2014,318.9
12/26/2014,321.97
12/27/2014,321.6
12/28/2014,315.31
12/29/2014,314.5
12/30/2014,313.54
12/31/2014,313
1/1/2015,315.48
1/2/2015,315.38
1/3/2015,306.8
1/4/2015,285.04
1/5/2015,277.55
1/6/2015,276.7
1/7/2015,287.71
1/8/2015,290.41
1/9/2015,283.19
1/10/2015,276.72
1/11/2015,277
1/12/2015,269.8
1/13/2015,247.89
1/14/2015,203.02
1/15/2015,201.83
1/16/2015,216.15
1/17/2015,198.72
1/18/2015,209.87
1/19/2015,208.37
1/20/2015,210
1/21/2015,214.19
1/22/2015,231.98
1/23/2015,226
1/24/2015,234.02
1/25/2015,247.23
1/26/2015,308.92
1/27/2015,260.48
1/28/2015,259.61
1/29/2015,232.99
1/30/2015,236.24
1/31/2015,231.95
2/1/2015,216.13
2/2/2015,224.81
2/3/2015,244
2/4/2015,224.6
2/5/2015,224.6
2/6/2015,218.5
2/7/2015,224.06
2/8/2015,229.57
2/9/2015,224.56
2/10/2015,217
2/11/2015,221.01
2/12/2015,219.01
2/13/2015,231.01
2/14/2015,248.78
2/15/2015,260.07
2/16/2015,234.78
2/17/2015,238.82
2/18/2015,241.08
2/19/2015,236.48
2/20/2015,247.36
2/21/2015,245.9
2/22/2015,245.93
2/23/2015,236
2/24/2015,238.24
2/25/2015,236.64
2/26/2015,235.8
2/27/2015,251.85
2/28/2015,252.95
3/1/2015,254.74
3/2/2015,261.55
3/3/2015,276.58
3/4/2015,279.68
3/5/2015,272
3/6/2015,272.02
3/7/2015,272.86
3/8/2015,278.45
3/9/2015,280.31
3/10/2015,293.5
3/11/2015,292.28
3/12/2015,293.28
3/13/2015,290.51
3/14/2015,284.52
3/15/2015,285.3
3/16/2015,292.43
3/17/2015,292.01
3/18/2015,282.7
3/19/2015,262.05
3/20/2015,263.08
3/21/2015,257.33
3/22/2015,260.7
3/23/2015,269.36
3/24/2015,265.29
3/25/2015,237.54
3/26/2015,249.51
3/27/2015,249
3/28/2015,252.55
3/29/2015,247.81
3/30/2015,245.24
3/31/2015,248.26
4/1/2015,242.85
4/2/2015,245.59
4/3/2015,252.92
4/4/2015,252.1
4/5/2015,252
4/6/2015,257.57
4/7/2015,255.51
4/8/2015,254.1
4/9/2015,241
4/10/2015,240.43
4/11/2015,234.8
4/12/2015,236.5
4/13/2015,235.38
4/14/2015,219.8
4/15/2015,222.21
4/16/2015,226.6
4/17/2015,225.4
4/18/2015,223.44
4/19/2015,224.94
4/20/2015,223.67
4/21/2015,225.3
4/22/2015,235.07
4/23/2015,234.46
4/24/2015,230.35
4/25/2015,227.79
4/26/2015,218.59
4/27/2015,220.88
4/28/2015,225.99
4/29/2015,223.83
4/30/2015,231
5/1/2015,237.05
5/2/2015,232.59
5/3/2015,241.5
5/4/2015,240.85
5/5/2015,234.4
5/6/2015,235.16
5/7/2015,229.47
5/8/2015,237.87
5/9/2015,248.7
5/10/2015,241.7
5/11/2015,240.09
5/12/2015,242.29
5/13/2015,243.79
5/14/2015,235.98
5/15/2015,236.61
5/16/2015,237
5/17/2015,236.51
5/18/2015,236.01
5/19/2015,233.77
5/20/2015,232.05
5/21/2015,235.7
5/22/2015,236.86
5/23/2015,240.36
5/24/2015,239.24
5/25/2015,240.96
5/26/2015,237.01
5/27/2015,238.7
5/28/2015,236.74
5/29/2015,235.59
5/30/2015,235.6
5/31/2015,232.51
6/1/2015,230.84
6/2/2015,222
6/3/2015,222.88
6/4/2015,225.12
6/5/2015,222.9
6/6/2015,224.79
6/7/2015,225.95
6/8/2015,224.97
6/9/2015,231.33
6/10/2015,228.63
6/11/2015,230.38
6/12/2015,230.07
6/13/2015,229.56
6/14/2015,234.9
6/15/2015,235.15
6/16/2015,238.95
6/17/2015,252.35
6/18/2015,245.71
6/19/2015,249.6
6/20/2015,241.33
6/21/2015,244.33
6/22/2015,244.51
6/23/2015,245.32
6/24/2015,243.55
6/25/2015,241.81
6/26/2015,242.37
6/27/2015,243.53
6/28/2015,249.95
6/29/2015,250.23
6/30/2015,263.9
7/1/2015,260.84
7/2/2015,256.23
7/3/2015,253.56
7/4/2015,254.32
7/5/2015,259.44
7/6/2015,272.7
7/7/2015,265.93
7/8/2015,269.1
7/9/2015,270.48
7/10/2015,271.04
7/11/2015,288.77
7/12/2015,299.76
7/13/2015,286.3
7/14/2015,288.17
7/15/2015,290.81
7/16/2015,285.51
7/17/2015,274.19
7/18/2015,278.78
7/19/2015,277.55
7/20/2015,277.1
7/21/2015,279.5
7/22/2015,276.97
7/23/2015,277.95
7/24/2015,278.28
7/25/2015,289.16
7/26/2015,288.87
7/27/2015,287.78
7/28/2015,295.87
7/29/2015,290.22
7/30/2015,289.68
7/31/2015,283.1
8/1/2015,278.6
8/2/2015,277.97
8/3/2015,283.47
8/4/2015,283.79
8/5/2015,283.52
8/6/2015,279.99
8/7/2015,276.84
8/8/2015,278.07
8/9/2015,261.97
8/10/2015,265.19
8/11/2015,265.71
8/12/2015,268.71
8/13/2015,263.34
8/14/2015,266.12
8/15/2015,266.49
8/16/2015,256.75
8/17/2015,259.6
8/18/2015,257.99
8/19/2015,235.99
8/20/2015,232.95
8/21/2015,236.24
8/22/2015,231.72
8/23/2015,230.11
8/25/2015,212.79
8/26/2015,224.2
8/27/2015,226.67
8/28/2015,228.32
8/29/2015,232.49
8/30/2015,229.84
8/31/2015,227.38
9/1/2015,228.95
9/2/2015,228
9/3/2015,228.01
9/4/2015,230.41
9/5/2015,230.49
9/6/2015,239.53
9/7/2015,241.49
9/8/2015,245
9/9/2015,241.1
9/10/2015,238.52
9/11/2015,241.47
9/12/2015,240.82
9/13/2015,235.45
9/14/2015,230.04
9/15/2015,231.16
9/16/2015,231.07
9/17/2015,229.76
9/18/2015,234.37
9/19/2015,233.69
9/20/2015,232.9
9/21/2015,227.76
9/22/2015,225.46
9/23/2015,231.57
9/24/2015,232.47
9/25/2015,236.78
9/26/2015,234.48
9/27/2015,234.53
9/28/2015,239
9/29/2015,239.86
9/30/2015,236.57
10/1/2015,236.39
10/2/2015,239.1
10/3/2015,238.28
10/4/2015,239.9
10/5/2015,238.6
10/6/2015,242
10/7/2015,246.99
10/8/2015,245.14
10/9/2015,244
10/10/2015,244.36
10/11/2015,245.79
10/12/2015,247.9
10/13/2015,247.99
10/14/2015,252.28
10/15/2015,253.5
10/16/2015,257.27
10/17/2015,269.92
10/18/2015,272.06
10/19/2015,264.49
10/20/2015,268.35
10/21/2015,268.95
10/22/2015,270.28
10/23/2015,278.97
10/24/2015,280.01
10/25/2015,289.98
10/26/2015,285.95
10/27/2015,288.47
10/28/2015,300.12
10/29/2015,307.49
10/30/2015,333.79
10/31/2015,328
11/1/2015,320.25
11/2/2015,333.13
11/3/2015,372.93
11/4/2015,436.19
11/5/2015,379.46
11/6/2015,366.75
11/7/2015,382.88
11/8/2015,383.66
11/9/2015,369.95
11/10/2015,378.59
11/11/2015,321.15
11/12/2015,335.29
11/13/2015,326.65
11/14/2015,335.03
11/15/2015,335.5
11/16/2015,320.18
11/17/2015,332.89
11/18/2015,332.7
11/19/2015,334.77
11/20/2015,318.54
11/21/2015,327.15
11/22/2015,326.67
11/23/2015,322.11
11/24/2015,321.67
11/25/2015,319.24
11/26/2015,342.17
11/27/2015,360.01
11/28/2015,358.1
11/29/2015,357.43
11/30/2015,381.22
12/1/2015,363.75
12/2/2015,354
12/3/2015,361.69
12/4/2015,359.7
12/5/2015,371.64
12/6/2015,397.91
12/7/2015,392.2
12/8/2015,397
12/9/2015,421.05
12/10/2015,415.76
12/11/2015,436.97
12/12/2015,422.65
12/13/2015,436.8
12/14/2015,439.11
12/15/2015,458.47
12/16/2015,456.57
12/17/2015,455.12
12/18/2015,458.7
12/19/2015,463.65
12/20/2015,460.5
12/21/2015,434.84
12/22/2015,441.33
12/23/2015,438.51
12/24/2015,457.64
12/25/2015,452.77
12/26/2015,436.39
12/27/2015,415.01
12/28/2015,428
12/29/2015,419.55
12/30/2015,431.02
12/31/2015,418.95
1/1/2016,432.98
1/2/2016,431.85
1/3/2016,429.59
1/4/2016,431.18
1/5/2016,431.61
1/6/2016,429.85
1/7/2016,450.99
1/8/2016,455.73
1/9/2016,451.65
1/10/2016,444.67
1/11/2016,445.59
1/12/2016,447.13
1/13/2016,430.62
1/14/2016,429.6
1/15/2016,407.98
1/16/2016,357.02
1/17/2016,384.46
1/18/2016,382.78
1/19/2016,385.36
1/20/2016,380.25
1/21/2016,416.3
1/22/2016,399.55
1/23/2016,386.46
1/24/2016,386.81
1/25/2016,399.39
1/26/2016,392.6
1/27/2016,395.09
1/28/2016,382.6
1/29/2016,371.82
1/30/2016,377.89
1/31/2016,377.79
2/1/2016,372.13
2/2/2016,372.7
2/3/2016,373.13
2/4/2016,372.11
2/5/2016,388.81
2/6/2016,373.89
2/7/2016,373.5
2/8/2016,376.05
2/9/2016,371.54
2/10/2016,378.47
2/11/2016,379.1
2/12/2016,380.02
2/13/2016,388.11
2/14/2016,400
2/15/2016,403.98
2/16/2016,401
2/17/2016,416
2/18/2016,422.62
2/19/2016,418.21
2/20/2016,425.17
2/21/2016,448.24
2/22/2016,437.27
2/23/2016,425.07
2/24/2016,416.03
2/25/2016,425.56
2/26/2016,426.21
2/27/2016,435
2/28/2016,427.2
2/29/2016,439.21
3/1/2016,432.87
3/2/2016,431.34
3/3/2016,422.35
3/4/2016,420.51
3/5/2016,406.93
3/6/2016,399.77
3/7/2016,405.68
3/8/2016,411.77
3/9/2016,408.73
3/10/2016,411.7
3/11/2016,420.37
3/12/2016,413.19
3/13/2016,412.07
3/14/2016,413.74
3/15/2016,416.92
3/16/2016,413.96
3/17/2016,417.66
3/18/2016,415.59
3/19/2016,408.34
3/20/2016,409.99
3/21/2016,408.13
3/22/2016,417.08
3/23/2016,416.01
3/24/2016,415.5
3/25/2016,416.42
3/26/2016,417.42
3/27/2016,416.9
3/28/2016,426.33
3/29/2016,424.1
3/30/2016,412.9
3/31/2016,416.11
4/1/2016,416.02
4/2/2016,420.48
4/3/2016,418.78
4/4/2016,420
4/5/2016,421.83
4/6/2016,423.3
4/7/2016,421.23
4/8/2016,423.49
4/9/2016,416.83
4/10/2016,417.98
4/11/2016,420.93
4/12/2016,426.29
4/13/2016,425.5
4/14/2016,424.05
4/15/2016,426.87
4/16/2016,435.48
4/17/2016,431.26
4/18/2016,430.22
4/19/2016,429.55
4/20/2016,438.41
4/21/2016,444.48
4/22/2016,448.28
4/23/2016,446.99
4/24/2016,457.37
4/25/2016,460.94
4/26/2016,466.84
4/27/2016,468.09
4/28/2016,444.35
4/29/2016,448.83
4/30/2016,454.09
5/1/2016,448.68
5/2/2016,448.51
5/3/2016,447.98
5/4/2016,450.18
5/5/2016,448.16
5/6/2016,452.01
5/7/2016,460.5
5/8/2016,460.07
5/9/2016,457.99
5/10/2016,461.59
5/11/2016,453.53
5/12/2016,448.9
5/13/2016,452.79
5/14/2016,455.95
5/15/2016,455.96
5/16/2016,457.08
5/17/2016,453.46
5/18/2016,454.68
5/19/2016,453.86
5/20/2016,441.74
5/21/2016,439.43
5/22/2016,440.25
5/23/2016,439.5
5/24/2016,443.4
5/25/2016,447.49
5/26/2016,449.79
5/27/2016,476.89
5/28/2016,498.09
5/29/2016,522.6
5/30/2016,535.01
5/31/2016,542.5
6/1/2016,532.12
6/2/2016,534.48
6/3/2016,539
6/4/2016,581.64
6/5/2016,575.11
6/6/2016,586.99
6/7/2016,584.99
6/8/2016,574.96
6/9/2016,577.99
6/10/2016,576.16
6/11/2016,585.68
6/12/2016,629.7
6/13/2016,684.62
6/14/2016,691.73
6/15/2016,678.44
6/16/2016,736.93
6/17/2016,738.4
6/18/2016,744.24
6/19/2016,754.7
6/20/2016,763.14
6/21/2016,710.13
6/22/2016,675.06
6/23/2016,591.38
6/24/2016,667.75
6/25/2016,687.34
6/26/2016,654
6/27/2016,649.5
6/28/2016,646.51
6/29/2016,635
6/30/2016,639.41
7/1/2016,676.26
7/2/2016,678
7/3/2016,682.02
7/4/2016,672
7/5/2016,674.06
7/6/2016,671.38
7/7/2016,637.65
7/8/2016,641.99
7/9/2016,655.42
7/10/2016,645.18
7/11/2016,648.3
7/12/2016,647.48
7/13/2016,667.79
7/14/2016,653.91
7/15/2016,663.88
7/16/2016,666.85
7/17/2016,669.09
7/18/2016,683.72
7/19/2016,673.74
7/20/2016,672.48
7/21/2016,662.25
7/22/2016,666.05
7/23/2016,648.67
7/24/2016,654.54
7/25/2016,653.78
7/26/2016,646
7/27/2016,654.43
7/28/2016,656.16
7/29/2016,655.78
7/30/2016,656.16
7/31/2016,637.41
8/1/2016,623.2
8/2/2016,605.93
8/11/2016,591.43
8/12/2016,592.01
8/13/2016,589.78
8/14/2016,581.7
8/15/2016,571.25
8/16/2016,566
8/17/2016,574.81
8/18/2016,570.86
8/19/2016,571.86
8/20/2016,573.41
8/21/2016,583.5
8/22/2016,582.9
8/23/2016,588.23
